id,category_id,name,price,created_at,updated_at
91,11,myself,30.82,2024-10-31 13:00:00,2024-10-31 13:00:00
92,18,generation,237.81,2024-10-31 13:00:00,2024-10-31 13:00:00
93,8,before,17.12,2024-10-31 13:00:00,2024-10-31 13:00:00
94,2,institution,236.65,2024-10-31 13:00:00,2024-10-31 13:00:00
95,2,relationship,861.04,2024-10-31 13:00:00,2024-10-31 13:00:00
96,3,beyond,519.01,2024-10-31 13:00:00,2024-10-31 13:00:00
97,9,crime,672.29,2024-10-31 13:00:00,2024-10-31 13:00:00
98,7,challenge,543.84,2024-10-31 13:00:00,2024-10-31 13:00:00
99,19,me,580.45,2024-10-31 13:00:00,2024-10-31 13:00:00
100,8,game,786.77,2024-10-31 13:00:00,2024-10-31 13:00:00
101,14,would,198.51,2024-10-31 13:00:00,2024-10-31 13:00:00
102,4,energy,662.39,2024-10-31 13:00:00,2024-10-31 13:00:00
103,12,according,429.34,2024-10-31 13:00:00,2024-10-31 13:00:00
104,15,every,865.2,2024-10-31 13:00:00,2024-10-31 13:00:00
105,2,identify,676.63,2024-10-31 13:00:00,2024-10-31 13:00:00
106,4,eat,70.01,2024-10-31 13:00:00,2024-10-31 13:00:00
107,11,likely,802.59,2024-10-31 13:00:00,2024-10-31 13:00:00
108,4,some,256.17,2024-10-31 13:00:00,2024-10-31 13:00:00
109,7,example,540.92,2024-10-31 13:00:00,2024-10-31 13:00:00
110,5,girl,427.66,2024-10-31 13:00:00,2024-10-31 13:00:00
111,9,five,468.0,2024-10-31 13:00:00,2024-10-31 13:00:00
112,3,pass,448.7,2024-10-31 13:00:00,2024-10-31 13:00:00
113,18,several,106.93,2024-10-31 13:00:00,2024-10-31 13:00:00
114,18,page,837.67,2024-10-31 13:00:00,2024-10-31 13:00:00
115,3,activity,927.1,2024-10-31 13:00:00,2024-10-31 13:00:00
116,8,every,174.65,2024-10-31 13:00:00,2024-10-31 13:00:00
117,16,ready,486.54,2024-10-31 13:00:00,2024-10-31 13:00:00
118,13,here,903.42,2024-10-31 13:00:00,2024-10-31 13:00:00
119,6,room,385.18,2024-10-31 13:00:00,2024-10-31 13:00:00
120,13,eat,272.55,2024-10-31 13:00:00,2024-10-31 13:00:00
121,15,assume,292.4,2024-10-31 13:00:00,2024-10-31 13:00:00
122,18,region,665.25,2024-10-31 13:00:00,2024-10-31 13:00:00
123,16,by,163.25,2024-10-31 13:00:00,2024-10-31 13:00:00
124,10,make,225.52,2024-10-31 13:00:00,2024-10-31 13:00:00
125,2,food,583.39,2024-10-31 13:00:00,2024-10-31 13:00:00
126,18,collection,70.35,2024-10-31 13:00:00,2024-10-31 13:00:00
127,11,into,66.59,2024-10-31 13:00:00,2024-10-31 13:00:00
128,19,rich,482.02,2024-10-31 13:00:00,2024-10-31 13:00:00
129,17,morning,165.86,2024-10-31 13:00:00,2024-10-31 13:00:00
130,17,wind,89.31,2024-10-31 13:00:00,2024-10-31 13:00:00
131,6,want,77.84,2024-10-31 13:00:00,2024-10-31 13:00:00
132,3,view,678.46,2024-10-31 13:00:00,2024-10-31 13:00:00
133,8,score,409.74,2024-10-31 13:00:00,2024-10-31 13:00:00
134,19,speech,253.75,2024-10-31 13:00:00,2024-10-31 13:00:00
135,20,foreign,49.34,2024-10-31 13:00:00,2024-10-31 13:00:00
136,3,road,425.03,2024-10-31 13:00:00,2024-10-31 13:00:00
137,19,buy,569.57,2024-10-31 13:00:00,2024-10-31 13:00:00
138,11,purpose,935.36,2024-10-31 13:00:00,2024-10-31 13:00:00
139,7,whom,673.03,2024-10-31 13:00:00,2024-10-31 13:00:00
140,11,yeah,246.3,2024-10-31 13:00:00,2024-10-31 13:00:00
141,13,find,139.57,2024-10-31 13:00:00,2024-10-31 13:00:00
142,10,hold,462.65,2024-10-31 13:00:00,2024-10-31 13:00:00
143,3,possible,19.22,2024-10-31 13:00:00,2024-10-31 13:00:00
144,20,do,998.47,2024-10-31 13:00:00,2024-10-31 13:00:00
145,4,discuss,82.53,2024-10-31 13:00:00,2024-10-31 13:00:00
146,7,cell,510.83,2024-10-31 13:00:00,2024-10-31 13:00:00
147,5,mean,933.93,2024-10-31 13:00:00,2024-10-31 13:00:00
148,3,claim,880.48,2024-10-31 13:00:00,2024-10-31 13:00:00
149,12,look,292.14,2024-10-31 13:00:00,2024-10-31 13:00:00
150,15,small,835.41,2024-10-31 13:00:00,2024-10-31 13:00:00
151,10,police,615.56,2024-10-31 13:00:00,2024-10-31 13:00:00
152,17,hour,17.74,2024-10-31 13:00:00,2024-10-31 13:00:00
153,18,just,306.38,2024-10-31 13:00:00,2024-10-31 13:00:00
154,4,science,939.54,2024-10-31 13:00:00,2024-10-31 13:00:00
155,5,often,271.82,2024-10-31 13:00:00,2024-10-31 13:00:00
156,4,while,744.99,2024-10-31 13:00:00,2024-10-31 13:00:00
157,5,market,279.62,2024-10-31 13:00:00,2024-10-31 13:00:00
158,20,sometimes,218.52,2024-10-31 13:00:00,2024-10-31 13:00:00
159,11,note,211.56,2024-10-31 13:00:00,2024-10-31 13:00:00
160,9,suffer,510.35,2024-10-31 13:00:00,2024-10-31 13:00:00
161,9,red,906.28,2024-10-31 13:00:00,2024-10-31 13:00:00
162,2,that,101.38,2024-10-31 13:00:00,2024-10-31 13:00:00
163,14,discover,831.05,2024-10-31 13:00:00,2024-10-31 13:00:00
164,2,sound,13.51,2024-10-31 13:00:00,2024-10-31 13:00:00
165,5,end,640.74,2024-10-31 13:00:00,2024-10-31 13:00:00
166,9,response,169.97,2024-10-31 13:00:00,2024-10-31 13:00:00
167,15,somebody,556.16,2024-10-31 13:00:00,2024-10-31 13:00:00
168,14,pick,565.3,2024-10-31 13:00:00,2024-10-31 13:00:00
169,4,TV,84.49,2024-10-31 13:00:00,2024-10-31 13:00:00
170,5,store,550.13,2024-10-31 13:00:00,2024-10-31 13:00:00
171,12,beat,586.68,2024-10-31 13:00:00,2024-10-31 13:00:00
172,5,never,435.49,2024-10-31 13:00:00,2024-10-31 13:00:00
173,2,likely,315.18,2024-10-31 13:00:00,2024-10-31 13:00:00
174,2,news,899.94,2024-10-31 13:00:00,2024-10-31 13:00:00
175,7,score,685.25,2024-10-31 13:00:00,2024-10-31 13:00:00
176,4,high,360.14,2024-10-31 13:00:00,2024-10-31 13:00:00
177,18,bank,885.29,2024-10-31 13:00:00,2024-10-31 13:00:00
178,14,whose,974.1,2024-10-31 13:00:00,2024-10-31 13:00:00
179,5,organization,926.51,2024-10-31 13:00:00,2024-10-31 13:00:00
180,8,brother,865.96,2024-10-31 13:00:00,2024-10-31 13:00:00
181,6,assume,882.6,2024-10-31 13:00:00,2024-10-31 13:00:00
182,1,them,187.57,2024-10-31 13:00:00,2024-10-31 13:00:00
183,11,officer,784.56,2024-10-31 13:00:00,2024-10-31 13:00:00
184,14,weight,804.21,2024-10-31 13:00:00,2024-10-31 13:00:00
185,8,mouth,274.14,2024-10-31 13:00:00,2024-10-31 13:00:00
186,4,degree,388.72,2024-10-31 13:00:00,2024-10-31 13:00:00
187,2,page,860.01,2024-10-31 13:00:00,2024-10-31 13:00:00
188,8,not,207.58,2024-10-31 13:00:00,2024-10-31 13:00:00
189,15,citizen,356.16,2024-10-31 13:00:00,2024-10-31 13:00:00
190,8,community,230.69,2024-10-31 13:00:00,2024-10-31 13:00:00
191,7,generation,404.48,2024-10-31 13:00:00,2024-10-31 13:00:00
192,9,too,865.71,2024-10-31 13:00:00,2024-10-31 13:00:00
193,9,nature,357.63,2024-10-31 13:00:00,2024-10-31 13:00:00
194,17,letter,405.68,2024-10-31 13:00:00,2024-10-31 13:00:00
195,18,but,337.84,2024-10-31 13:00:00,2024-10-31 13:00:00
196,1,response,124.19,2024-10-31 13:00:00,2024-10-31 13:00:00
197,9,describe,186.78,2024-10-31 13:00:00,2024-10-31 13:00:00
198,9,series,47.87,2024-10-31 13:00:00,2024-10-31 13:00:00
199,20,past,440.22,2024-10-31 13:00:00,2024-10-31 13:00:00
200,11,middle,442.03,2024-10-31 13:00:00,2024-10-31 13:00:00
